"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USC00280907","40.89174","-74.39635","85.3","2017-12-01",,,"0.02","0.0","0.0",,"53","28","38",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-02",,,"0.00","0.0","0.0",,"49","26","27",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-03",,,"0.00","0.0","0.0",,"46","26","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-04",,,"0.00","0.0","0.0",,"45","25","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-05",,,"0.00","0.0","0.0",,"49","25","48",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-06",,,"0.29","0.0","0.0",,"60","44","44",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-07",,,"0.00","0.0","0.0",,"44","28","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-08",,,"0.00","0.0","0.0",,"43","29","31",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-09",,,"0.00","0.0","0.0",,"37","30","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-10",,,"0.23",,,,"35","25","27",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-11",,,"0.00","0.0","0.0",,"37","27","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-12",,,"0.00",,,,"40","32","35",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-13",,,"0.02",,,,"44","20","21",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-14",,,"0.07","2.0","3.0",,"30","19","22",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-15",,,"0.01","0.0","1.0",,"30","11","14",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-16",,,"0.05",,"1.0",,"25","12","24",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-17",,,"0.00","0.0",,,"36","22","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-18",,,"0.00","0.0","0.0",,"37","29","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-19",,,"0.00","0.0","0.0",,"45","32","45",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-20",,,"0.00","0.0","0.0",,"52","41","41",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-21",,,"0.00","0.0","0.0",,"42","26","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-22",,,"0.00","0.0","0.0",,"38","28","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-23",,,"0.15","0.0","0.0",,"39","31","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-24",,,"0.45","0.0","0.0",,"47","34","35",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-25",,,"0.22","0.3","0.0",,"40","31","34",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-26",,,"0.12",,,,"35","22","22",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-27",,,"0.00","0.0","0.0",,"26","15","16",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-28",,,"0.00","0.0","0.0",,"23","12","12",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-29",,,"0.00","0.0","0.0",,"16","9","11",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-30",,,"0.00","0.0","0.0",,"20","10","14",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2017-12-31",,,"0.02",,"0.0",,"21","12","12",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-01",,,"0.00","0.0","0.0",,"13","4","4",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-02",,,"0.00","0.0","0.0",,"17","3","10",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-03",,,"0.00","0.0","0.0",,"24","7","8",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-04",,,"0.00","0.0","0.0",,"27","5","24",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-05",,,"0.56","5.0","5.0",,"24","7","7",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-06",,,"0.00","0.0",,,"14","4","5",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-07",,,"0.00","0.0","5.0",,"11","1","3",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-08",,,"0.00","0.0",,,"18","2","17",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-09",,,"0.00","0.0",,,"29","17","23",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-10",,,"0.00","0.0",,,"41","18","18",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-11",,,"0.00","0.0",,,"40","18","34",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-12",,,"0.05","0.0","0.0",,"49","33","46",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-13",,,"2.40","0.0","0.0",,"63","36","36",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-14",,,"0.00","0.0","0.0",,"36","12","12",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-15",,,"0.00","0.0","0.0",,"23","11","16",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-16",,,"0.00","0.0","0.0",,"30","15","24",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-17",,,"0.12","1.0","1.0",,"33","23","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-18",,,"0.05","0.5","2.0",,"32","12","16",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-19",,,"0.00","0.0","1.0",,"30","11","13",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-20",,,"0.00","0.0","1.0",,"37","11","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-21",,,"0.00","0.0","0.0",,"47","26","28",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-22",,,"0.01","0.0","0.0",,"48","28","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-23",,,"0.71","0.0","0.0",,"48","36","41",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-24",,,"0.13","0.0","0.0",,"56","38","40",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-25",,,"0.00","0.0","0.0",,"40","20","24",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-26",,,"0.00","0.0","0.0",,"32","19","21",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-27",,,"0.00","0.0","0.0",,"37","18","25",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-28",,,"0.06","0.0","0.0",,"52","23","41",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-29",,,"0.04","0.0","0.0",,"47","35","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-30",,,"0.00","0.0","0.0",,"44","29","31",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-01-31",,,"0.00","0.0","0.0",,"44","14","16",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-01",,,"0.00","0.0","0.0",,"42","16","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-02",,,,"0.0","0.0",,"44","23","25",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-03",,,"0.00","0.0","0.0",,"25","13","19",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-04",,,"0.00","0.0","0.0",,"28","13","25",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-05",,,"0.78",,,,"37","25","36",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-06",,,"0.00","0.0","0.0",,"37","19","23",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-07",,,"0.00","0.0","0.0",,"34","23","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-08",,,"0.96","1.0","1.0",,"38","22","22",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-09",,,"0.00","0.0","1.0",,"30","17","17",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-10",,,"0.00","0.0","0.0",,"32","17","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-11",,,"0.71","0.0","0.0",,"41","32","38",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-12",,,"0.37","0.0","0.0",,"57","38","39",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-13",,,"0.00","0.0","0.0",,"42","23","24",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-14",,,"0.02","0.0","0.0",,"36","24","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-15",,,"0.02","0.0","0.0",,"49","31","41",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-16",,,"0.13","0.0","0.0",,"56","38","50",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-17",,,"0.00","0.0","0.0",,"56","24","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-18",,,"0.74","7.0","7.0",,"39","25","33",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-19",,,"0.00",,"3.0",,"42","23","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-20",,,"0.05","0.0","0.0",,"45","26","45",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-21",,,"0.00","0.0","0.0",,"64","43","55",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-22",,,"0.34","0.0","0.0",,"75","42","42",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-23",,,"0.29","0.0","0.0",,"45","34","36",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-24",,,"0.22","0.0","0.0",,"44","34","42",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-25",,,"0.65","0.0","0.0",,"52","39","40",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-26",,,"0.42","0.0","0.0",,"43","40","43",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-27",,,"0.00","0.0","0.0",,"51","32","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-02-28",,,"0.00","0.0","0.0",,"54","32","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-01",,,"0.00","0.0","0.0",,"58","32","39",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-02",,,"1.05","0.0","0.0",,"60","37","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-03",,,"1.00",,"0.0",,"37","32","34",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-04",,,"0.00","0.0","0.0",,"43","34","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-05",,,"0.00","0.0","0.0",,"42","30","30",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-06",,,"0.00","0.0","0.0",,"43","28","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-07",,,"0.13","1.0","1.0",,"48","29","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-08",,,"1.92",,"12.0",,"34","31","34",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-09",,,"0.00","0.0","9.0",,"38","27","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-10",,,"0.00","0.0","7.0",,"40","29","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-11",,,"0.00","0.0","7.0",,"37","24","27",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-12",,,"0.00","0.0",,,"42","25","25",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-13",,,"0.16","2.0","8.0",,"42","25","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-14",,,"0.02","0.0","4.0",,"38","29","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-15",,,"0.00","0.0","4.0",,"38","28","31",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-16",,,"0.00","0.0","2.0",,"44","30","31",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-17",,,"0.00","0.0","0.0",,"39","25","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-18",,,"0.00","0.0","0.0",,"45","25","28",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-19",,,"0.00","0.0","0.0",,"41","24","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-20",,,"0.00","0.0","0.0",,"44","26","27",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-21",,,"0.00","0.0","0.0",,"37","27","33",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-22",,,"0.68","7.0","7.0",,"35","29","32",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-23",,,"0.00","0.0","2.0",,"48","32","34",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-24",,,"0.00","0.0",,,"48","33","33",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-25",,,"0.00","0.0",,,"47","30","31",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-26",,,"0.00","0.0",,,"43","25","28",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-27",,,"0.00","0.0","0.0",,"50","26","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-28",,,"0.11","0.0","0.0",,"44","26","35",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-29",,,"0.00","0.0","0.0",,"51","35","45",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-30",,,"0.09","0.0","0.0",,"51","45","46",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-03-31",,,"0.04","0.0","0.0",,"56","35","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-01",,,"0.00","0.0","0.0",,"56","37","42",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-02",,,"0.36","5.0","5.0",,"55","30","30",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-03",,,"0.15",,"2.0",,"41","29","31",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-04",,,"0.45","0.0","0.0",,"39","31","39",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-05",,,"0.01","0.0","0.0",,"53","31","31",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-06",,,"0.00","0.0","0.0",,"44","28","30",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-07",,,"0.03","0.0","0.0",,"57","29","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-08",,,"0.00","0.0","0.0",,"48","28","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-09",,,"0.00","0.0","0.0",,"43","28","29",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-10",,,"0.02","0.0","0.0",,"48","29","35",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-11",,,"0.00","0.0","0.0",,"48","26","26",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-12",,,"0.00","0.0","0.0",,"50","26","36",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-13",,,"0.00","0.0","0.0",,"64","36","52",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-14",,,"0.00","0.0","0.0",,"80","52","55",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-15",,,"0.00","0.0","0.0",,"81","40","40",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-16",,,"0.93","0.0","0.0",,"40","35","39",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-17",,,"2.14","0.0","0.0",,"60","38","39",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-18",,,"0.00","0.0","0.0",,"45","36","37",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-19",,,"0.27","0.0","0.0",,"52","37","39",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-20",,,"0.05","0.0","0.0",,"46","35","35",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-21",,,"0.00","0.0","0.0",,"49","35","41",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-22",,,"0.00","0.0","0.0",,"60","40","46",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-23",,,"0.00","0.0","0.0",,"65","34","35",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-24",,,"0.00","0.0","0.0",,"68","35","36",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-25",,,"0.40","0.0","0.0",,"66","36","51",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-26",,,"1.12","0.0","0.0",,"59","51","54",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-27",,,"0.00","0.0","0.0",,"68","48","51",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-28",,,"0.11","0.0","0.0",,"55","46","49",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-29",,,"0.37","0.0","0.0",,"70","48","48",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-04-30",,,"0.00","0.0","0.0",,"56","45","45",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-01",,,"0.05","0.0","0.0",,"49","38","39",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-02",,,"0.00","0.0","0.0",,"79","39","52",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-03",,,"0.00","0.0","0.0",,"85","52","61",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-04",,,"0.12","0.0","0.0",,"87","60","67",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-05",,,"0.00","0.0","0.0",,"83","59","59",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-06",,,"0.03","0.0","0.0",,"75","57","57",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-07",,,"0.22","0.0","0.0",,"62","49","49",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-08",,,"0.00","0.0","0.0",,"73","47","49",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-09",,,"0.00","0.0","0.0",,"74","47","48",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-10",,,"0.00","0.0","0.0",,"79","48","50",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-11",,,"0.48","0.0","0.0",,"74","50","57",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-12",,,"0.12","0.0","0.0",,"72","48","50",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-13",,,"0.20","0.0","0.0",,"55","49","51",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-14",,,"0.23","0.0","0.0",,"53","50","52",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-15",,,"0.02","0.0","0.0",,"74","51","64",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-16",,,"0.68","0.0","0.0",,"87","59","61",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-17",,,"0.65","0.0","0.0",,"63","56","58",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-18",,,"0.07","0.0","0.0",,"73","58","61",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-19",,,"0.12","0.0","0.0",,"66","46","47",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-20",,,"0.60","0.0","0.0",,"58","46","57",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-21",,,"0.03","0.0","0.0",,"81","55","56",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-22",,,"0.00","0.0","0.0",,"80","56","58",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-23",,,"0.66","0.0","0.0",,"67","56","61",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-24",,,"0.00","0.0","0.0",,"79","59","60",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-25",,,"0.00","0.0","0.0",,"84","55","57",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-26",,,"0.00","0.0","0.0",,"85","57","68",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-27",,,"0.05","0.0","0.0",,"89","65","65",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-28",,,"0.16","0.0","0.0",,"65","54","56",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-29",,,"0.00","0.0","0.0",,"71","55","67",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-30",,,"0.00","0.0","0.0",,"91","66","67",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-05-31",,,"0.00","0.0","0.0",,"78","59","62",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-01",,,"0.07","0.0","0.0",,"69","62","66",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-02",,,"0.21","0.0","0.0",,"84","66","71",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-03",,,"0.55","0.0","0.0",,"85","58","59",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-04",,,"0.66","0.0","0.0",,"66","51","52",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-05",,,"0.00","0.0","0.0",,"74","52","54",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-06",,,"0.00","0.0","0.0",,"74","53","56",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-07",,,"0.00","0.0","0.0",,"71","56","58",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-08",,,"0.00","0.0","0.0",,"72","53","56",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-09",,,"0.00","0.0","0.0",,"84","55","64",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-10",,,"0.00","0.0","0.0",,"80","62","66",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-11",,,"0.12","0.0","0.0",,"68","56","57",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-12",,,"0.00","0.0","0.0",,"74","47","48",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-13",,,"0.00","0.0","0.0",,"76","48","62",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-14",,,"0.09","0.0","0.0",,"76","62","65",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-15",,,"0.00","0.0","0.0",,"83","59","61",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-16",,,"0.00","0.0","0.0",,"77","55","61",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-17",,,"0.00","0.0","0.0",,"83","56","59",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-18",,,"0.00","0.0","0.0",,"90","59","66",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-19",,,"0.21","0.0","0.0",,"90","66","76",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-20",,,"0.00","0.0","0.0",,"86","61","64",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-21",,,"0.17","0.0","0.0",,"86","63","65",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-22",,,"0.00","0.0","0.0",,"85","65","65",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-23",,,"0.03","0.0","0.0",,"75","60","61",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-24",,,"0.03","0.0","0.0",,"68","61","67",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-25",,,"0.20","0.0","0.0",,"84","66","67",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-26",,,"0.00","0.0","0.0",,"80","57","65",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-27",,,"0.00","0.0","0.0",,"79","58","60",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-28",,,"0.63","0.0","0.0",,"73","60","70",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-29",,,"0.06","0.0","0.0",,"86","65","70",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-06-30",,,"0.00","0.0","0.0",,"90","67","70",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-01",,,"0.00","0.0","0.0",,"92","68","78",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-02",,,"0.00","0.0","0.0",,"95","68","70",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-03",,,"0.00","0.0","0.0",,"97","70","74",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-04",,,"0.11","0.0","0.0",,"95","73","77",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-05",,,"0.10","0.0","0.0",,"90","72","75",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-06",,,"0.00","0.0","0.0",,"91","75","77",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-07",,,"0.01","0.0","0.0",,"83","56","59",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-08",,,"0.00","0.0","0.0",,"79","53","56",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-09",,,"0.00","0.0","0.0",,"85","56","59",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-10",,,"0.00","0.0","0.0",,"88","59","63",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-11",,,"0.00","0.0","0.0",,"92","63","71",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-12",,,"0.00","0.0","0.0",,"86","66","68",,,,,,,,,,
"USC00280907","40.89174","-74.39635","85.3","2018-07-13",,,"0.00","0.0","0.0",,"85","60","60",,,,,,,,,,
