DATE2,ENTRIES,EXITS,PRCP,SNOW,SNWD,TMAX,TMIN,is_weekend,rain_1,rain_2,rain_3,rain_4
2017-12-01,30580,26633,0.0,0.0,0.0,52.0,42.0,0,0,0,0,0
2017-12-02,11568,10978,0.0,0.0,0.0,48.0,39.0,1,0,0,0,0
2017-12-03,7588,7336,0.0,0.0,0.0,48.0,42.0,1,0,0,0,0
2017-12-04,32905,27101,0.0,0.0,0.0,51.0,40.0,0,0,0,0,0
2017-12-05,32625,27968,0.75,0.0,0.0,61.0,50.0,0,0,0,0,1
2017-12-06,32858,29336,0.0,0.0,0.0,59.0,40.0,0,0,0,0,0
2017-12-07,33332,28752,0.0,0.0,0.0,44.0,37.0,0,0,0,0,0
2017-12-08,30090,26089,0.0,0.0,0.0,39.0,34.0,0,0,0,0,0
2017-12-09,9534,9433,0.46,4.6,0.0,35.0,30.0,1,0,0,1,0
2017-12-10,7966,8010,0.0,0.0,3.9,39.0,29.0,1,0,0,0,0
2017-12-11,31648,26631,0.0,0.0,2.0,41.0,33.0,0,0,0,0,0
2017-12-12,31868,27531,0.0,0.0,0.0,50.0,29.0,0,0,0,0,0
2017-12-13,31400,26698,0.0,0.0,0.0,31.0,20.0,0,0,0,0,0
2017-12-14,31894,27021,0.09,1.2,1.2,32.0,22.0,0,0,1,0,0
2017-12-15,28913,25307,0.11,1.2,1.2,28.0,20.0,0,0,1,0,0
2017-12-16,13949,14238,0.0,0.0,2.0,39.0,23.0,1,0,0,0,0
2017-12-17,10594,11137,0.0,0.0,1.2,38.0,32.0,1,0,0,0,0
2017-12-18,30970,26463,0.02,0.0,0.0,47.0,34.0,0,1,0,0,0
2017-12-19,31264,26256,0.0,0.0,0.0,55.0,45.0,0,0,0,0,0
2017-12-20,30038,25824,0.0,0.0,0.0,51.0,34.0,0,0,0,0,0
2017-12-21,29035,25284,0.0,0.0,0.0,39.0,32.0,0,0,0,0,0
2017-12-22,24411,21616,0.0,0.0,0.0,50.0,35.0,0,0,0,0,0
2017-12-23,6809,6695,0.49,0.0,0.0,48.0,38.0,1,0,0,1,0
2017-12-24,7362,8162,0.01,0.0,0.0,41.0,36.0,1,1,0,0,0
2017-12-25,6019,5846,0.23,0.0,0.0,38.0,28.0,0,0,1,0,0
2017-12-26,20970,20247,0.0,0.0,0.0,28.0,23.0,0,0,0,0,0
2017-12-27,25079,23033,0.0,0.0,0.0,24.0,17.0,0,0,0,0,0
2017-12-28,24550,22779,0.0,0.0,0.0,18.0,11.0,0,0,0,0,0
2017-12-29,22597,20966,0.0,0.0,0.0,22.0,11.0,0,0,0,0,0
2017-12-30,9820,9825,0.05,0.7,0.0,23.0,17.0,1,1,0,0,0
2017-12-31,8695,8584,0.0,0.0,0.0,21.0,9.0,1,0,0,0,0
2018-01-01,7808,7927,0.0,0.0,0.0,19.0,7.0,0,0,0,0,0
2018-01-02,28105,24099,0.0,0.0,0.0,26.0,13.0,0,0,0,0,0
2018-01-03,33145,27001,0.0,0.0,0.0,30.0,16.0,0,0,0,0,0
2018-01-04,14168,12450,0.76,9.8,1.2,29.0,19.0,0,0,0,0,1
2018-01-05,23869,21022,0.0,0.0,7.1,19.0,9.0,0,0,0,0,0
2018-01-06,7081,7110,0.0,0.0,5.9,13.0,6.0,1,0,0,0,0
2018-01-07,5316,5353,0.0,0.0,5.9,18.0,5.0,1,0,0,0,0
2018-01-08,29704,25475,0.01,0.0,5.1,31.0,17.0,0,1,0,0,0
2018-01-09,30983,26471,0.0,0.0,5.1,44.0,30.0,0,0,0,0,0
2018-01-10,30711,25310,0.0,0.0,3.9,43.0,30.0,0,0,0,0,0
2018-01-11,31303,26880,0.0,0.0,3.1,53.0,41.0,0,0,0,0,0
